"4156","WNL09","5428","WENDT LABS","DIN OWNER","Y","N","N","N","","800 MAIN STREET","WINNIPEG","MANITOBA","CANADA","R2W 3R4","3506"
"76896","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"78598","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"77085","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"75418","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"76533","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"76483","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"78271","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"76812","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"79564","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"84615","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"84646","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"84977","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"85205","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"86681","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"89250","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"89251","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"89253","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"87926","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"87925","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"87927","","9043","VIROX TECHNOLOGIES INC","DIN OWNER","Y","Y","Y","N","","2770 COVENTRY ROAD","OAKVILLE","ONTARIO","CANADA","L6H 6R1",""
"90433","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"89184","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"89183","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"88405","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"80494","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"80495","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"80496","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"77966","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"70392","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"77965","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"82758","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"78378","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"70551","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"70535","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"80497","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"86234","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"86232","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"87852","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"88686","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"89061","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"89095","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"89371","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"89509","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"81850","","9071","THE CLOROX COMPANY OF CANADA LTD","DIN OWNER","Y","Y","Y","","","150 BISCAYNE CRESCENT","BRAMPTON","ONTARIO","CANADA","L6W 4V3",""
"82488","","9084","THE MEDICINES COMPANY","DIN OWNER","Y","N","N","","","8 SYLVAN WAY","PARSIPPANY","NEW JERSEY","UNITED STATES","07054",""
"19124","","9124","LLOYD INC. OF IOWA","DIN OWNER","Y","Y","Y","","","604 WEST THOMAS AVE","SHENANDOAH","IOWA","UNITED STATES","51601-0130","130"
"10031","","9124","LLOYD INC. OF IOWA","DIN OWNER","Y","Y","Y","","","604 WEST THOMAS AVE","SHENANDOAH","IOWA","UNITED STATES","51601-0130","130"
"42946","","9124","LLOYD INC. OF IOWA","DIN OWNER","Y","Y","Y","","","604 WEST THOMAS AVE","SHENANDOAH","IOWA","UNITED STATES","51601-0130","130"
"10226","","9124","LLOYD INC. OF IOWA","DIN OWNER","Y","Y","Y","","","604 WEST THOMAS AVE","SHENANDOAH","IOWA","UNITED STATES","51601-0130","130"
"63661","","9129","CELLEX-C INTERNATIONAL INC.","DIN OWNER","Y","Y","Y","N","","9 NEW STREET","TORONTO","ONTARIO","CANADA","M5R 1P7",""
"63662","","9129","CELLEX-C INTERNATIONAL INC.","DIN OWNER","Y","Y","Y","N","","9 NEW STREET","TORONTO","ONTARIO","CANADA","M5R 1P7",""
"65756","","9152","ADVANCED VISION RESEARCH, INC.","DIN OWNER","Y","N","N","N","275","2929 PLYMOUTH ROAD","ANN ARBOR","MICHIGAN","UNITED STATES","48105",""
"73225","","9152","ADVANCED VISION RESEARCH, INC.","DIN OWNER","Y","N","N","N","275","2929 PLYMOUTH ROAD","ANN ARBOR","MICHIGAN","UNITED STATES","48105",""
"66851","","9202","TRILLIUM HEALTH CARE PRODUCTS INC","DIN OWNER","Y","Y","Y","N","","2337 PARKEDALE AVENUE","BROCKVILLE","ONTARIO","CANADA","K6V 5W5",""
"65128","","9202","TRILLIUM HEALTH CARE PRODUCTS INC","DIN OWNER","Y","Y","Y","N","","2337 PARKEDALE AVENUE","BROCKVILLE","ONTARIO","CANADA","K6V 5W5",""
"65129","","9202","TRILLIUM HEALTH CARE PRODUCTS INC","DIN OWNER","Y","Y","Y","N","","2337 PARKEDALE AVENUE","BROCKVILLE","ONTARIO","CANADA","K6V 5W5",""
"65130","","9202","TRILLIUM HEALTH CARE PRODUCTS INC","DIN OWNER","Y","Y","Y","N","","2337 PARKEDALE AVENUE","BROCKVILLE","ONTARIO","CANADA","K6V 5W5",""
"65131","","9202","TRILLIUM HEALTH CARE PRODUCTS INC","DIN OWNER","Y","Y","Y","N","","2337 PARKEDALE AVENUE","BROCKVILLE","ONTARIO","CANADA","K6V 5W5",""
"65132","","9202","TRILLIUM HEALTH CARE PRODUCTS INC","DIN OWNER","Y","Y","Y","N","","2337 PARKEDALE AVENUE","BROCKVILLE","ONTARIO","CANADA","K6V 5W5",""
"65133","","9202","TRILLIUM HEALTH CARE PRODUCTS INC","DIN OWNER","Y","Y","Y","N","","2337 PARKEDALE AVENUE","BROCKVILLE","ONTARIO","CANADA","K6V 5W5",""
"65134","","9202","TRILLIUM HEALTH CARE PRODUCTS INC","DIN OWNER","Y","Y","Y","N","","2337 PARKEDALE AVENUE","BROCKVILLE","ONTARIO","CANADA","K6V 5W5",""
"65135","","9202","TRILLIUM HEALTH CARE PRODUCTS INC","DIN OWNER","Y","Y","Y","N","","2337 PARKEDALE AVENUE","BROCKVILLE","ONTARIO","CANADA","K6V 5W5",""
"66724","","9202","TRILLIUM HEALTH CARE PRODUCTS INC","DIN OWNER","Y","Y","Y","N","","2337 PARKEDALE AVENUE","BROCKVILLE","ONTARIO","CANADA","K6V 5W5",""
"77475","","9202","TRILLIUM HEALTH CARE PRODUCTS INC","DIN OWNER","Y","Y","Y","N","","2337 PARKEDALE AVENUE","BROCKVILLE","ONTARIO","CANADA","K6V 5W5",""
"89062","","9202","TRILLIUM HEALTH CARE PRODUCTS INC","DIN OWNER","Y","Y","Y","N","","2337 PARKEDALE AVENUE","BROCKVILLE","ONTARIO","CANADA","K6V 5W5",""
"89063","","9202","TRILLIUM HEALTH CARE PRODUCTS INC","DIN OWNER","Y","Y","Y","N","","2337 PARKEDALE AVENUE","BROCKVILLE","ONTARIO","CANADA","K6V 5W5",""
"89064","","9202","TRILLIUM HEALTH CARE PRODUCTS INC","DIN OWNER","Y","Y","Y","N","","2337 PARKEDALE AVENUE","BROCKVILLE","ONTARIO","CANADA","K6V 5W5",""
"89065","","9202","TRILLIUM HEALTH CARE PRODUCTS INC","DIN OWNER","Y","Y","Y","N","","2337 PARKEDALE AVENUE","BROCKVILLE","ONTARIO","CANADA","K6V 5W5",""
"89066","","9202","TRILLIUM HEALTH CARE PRODUCTS INC","DIN OWNER","Y","Y","Y","N","","2337 PARKEDALE AVENUE","BROCKVILLE","ONTARIO","CANADA","K6V 5W5",""
"89067","","9202","TRILLIUM HEALTH CARE PRODUCTS INC","DIN OWNER","Y","Y","Y","N","","2337 PARKEDALE AVENUE","BROCKVILLE","ONTARIO","CANADA","K6V 5W5",""
"89068","","9202","TRILLIUM HEALTH CARE PRODUCTS INC","DIN OWNER","Y","Y","Y","N","","2337 PARKEDALE AVENUE","BROCKVILLE","ONTARIO","CANADA","K6V 5W5",""
"89069","","9202","TRILLIUM HEALTH CARE PRODUCTS INC","DIN OWNER","Y","Y","Y","N","","2337 PARKEDALE AVENUE","BROCKVILLE","ONTARIO","CANADA","K6V 5W5",""
"66200","","9216","SENSIBLE LIFE PRODUCTS","DIN OWNER","Y","N","Y","","","555 BAY STREET NORTH","HAMILTON","ONTARIO","CANADA","L8L 1H1",""
"78914","","9216","SENSIBLE LIFE PRODUCTS","DIN OWNER","Y","N","Y","","","555 BAY STREET NORTH","HAMILTON","ONTARIO","CANADA","L8L 1H1",""
"82551","","9216","SENSIBLE LIFE PRODUCTS","DIN OWNER","Y","N","Y","","","555 BAY STREET NORTH","HAMILTON","ONTARIO","CANADA","L8L 1H1",""
"89964","","9216","SENSIBLE LIFE PRODUCTS","DIN OWNER","Y","N","Y","","","555 BAY STREET NORTH","HAMILTON","ONTARIO","CANADA","L8L 1H1",""
"9301","","9222","NEO-DYNAMICS","DIN OWNER","Y","N","N","N","","625 N. TAFT HILL RD","FORT COLLINS","COLORADO","UNITED STATES","80521",""
"74808","","9290","CESCO SOLUTIONS INC.","DIN OWNER","Y","Y","Y","N","","2227 MIDWAY LANE","BELLINGHAM","WASHINGTON","UNITED STATES","98226",""
"82429","","9290","CESCO SOLUTIONS INC.","DIN OWNER","Y","Y","Y","N","","2227 MIDWAY LANE","BELLINGHAM","WASHINGTON","UNITED STATES","98226",""
"81147","","9327","BAXTER AG","DIN OWNER","Y","N","N","N","","INDUSTRIESTRASSE 67","VIENNA",".","AUSTRIA","1220",""
"81150","","9327","BAXTER AG","DIN OWNER","Y","N","N","N","","INDUSTRIESTRASSE 67","VIENNA",".","AUSTRIA","1220",""
"81151","","9327","BAXTER AG","DIN OWNER","Y","N","N","N","","INDUSTRIESTRASSE 67","VIENNA",".","AUSTRIA","1220",""
"78800","","9410","OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H","DIN OWNER","Y","Y","Y","","","OBERLAAER STRASSE 235","VIENNA",".","AUSTRIA","1100",""
"77219","","9410","OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H","DIN OWNER","Y","Y","Y","","","OBERLAAER STRASSE 235","VIENNA",".","AUSTRIA","1100",""
"77222","","9410","OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H","DIN OWNER","Y","Y","Y","","","OBERLAAER STRASSE 235","VIENNA",".","AUSTRIA","1100",""
"78001","","9410","OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H","DIN OWNER","Y","Y","Y","","","OBERLAAER STRASSE 235","VIENNA",".","AUSTRIA","1100",""
"75541","","9410","OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H","DIN OWNER","Y","Y","Y","","","OBERLAAER STRASSE 235","VIENNA",".","AUSTRIA","1100",""
"75278","","9410","OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H","DIN OWNER","Y","Y","Y","","","OBERLAAER STRASSE 235","VIENNA",".","AUSTRIA","1100",""
"86598","","9410","OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H","DIN OWNER","Y","Y","Y","","","OBERLAAER STRASSE 235","VIENNA",".","AUSTRIA","1100",""
"48138","","9482","HERITAGE BRANDS, A SUBSIDIARY OF INSIGHT PHARMACEUTICALS LLC","DIN OWNER","Y","Y","N","N","200","900 NORTHBROOK DRIVE","TREVOSE","PENNSYLVANIA","UNITED STATES","19053",""
"48140","","9482","HERITAGE BRANDS, A SUBSIDIARY OF INSIGHT PHARMACEUTICALS LLC","DIN OWNER","Y","Y","N","N","200","900 NORTHBROOK DRIVE","TREVOSE","PENNSYLVANIA","UNITED STATES","19053",""
"48139","","9482","HERITAGE BRANDS, A SUBSIDIARY OF INSIGHT PHARMACEUTICALS LLC","DIN OWNER","Y","Y","N","N","200","900 NORTHBROOK DRIVE","TREVOSE","PENNSYLVANIA","UNITED STATES","19053",""
"37384","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"37385","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"37387","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"37386","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"13226","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"12437","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"12549","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"11970","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"12419","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"12651","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"14767","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"12653","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"13159","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"12425","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"5358","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"5359","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"5357","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"1508","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"940","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"16888","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"18285","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"4309","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"50269","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"6088","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"6086","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"3966","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"6087","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"1598","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"1215","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"1214","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"13626","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"3192","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"4388","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"4260","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"4258","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"1401","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"5524","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"944","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"316","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"16701","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"945","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"946","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"2780","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"2049","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"772","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"773","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"774","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"771","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"731","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"5262","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"4538","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"2789","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"785","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"784","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"783","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"763","","9484","ERFA CANADA 2012 INC","DIN OWNER","Y","N","N","N","","8250 BLVD DECARIE, SUITE 110","MONTREAL","QUEBEC","CANADA","H4P 2P5",""
"65206","","9584","LAVO INC","DIN OWNER","Y","N","N","N","","11900 SAINT-JEAN BAPTISTE BLVD","MONTREAL","QUEBEC","CANADA","H1C 2J3",""
"70367","","9584","LAVO INC","DIN OWNER","Y","N","N","N","","11900 SAINT-JEAN BAPTISTE BLVD","MONTREAL","QUEBEC","CANADA","H1C 2J3",""
"70368","","9584","LAVO INC","DIN OWNER","Y","N","N","N","","11900 SAINT-JEAN BAPTISTE BLVD","MONTREAL","QUEBEC","CANADA","H1C 2J3",""
